,ts,Ax,Ay,Az
1065,28036,0,-1,0
1066,28046,0,-1,0
1067,28056,-1,-1,0
1068,28066,0,-1,0
1069,28076,-1,-1,0
1070,28086,0,-2,0
1071,28096,0,-1,0
1072,28106,-1,-1,0
1073,28116,-1,-1,0
1074,28126,-1,-1,0
1075,28136,-1,-1,0
1076,28146,0,-1,0
1077,28156,-1,-1,0
1078,28166,0,-1,0
1079,28176,-1,-1,0
1080,28186,0,-1,0
1081,28196,-1,-1,0
1082,28206,-1,-1,0
1083,28216,0,-1,0
1084,28226,-1,-1,0
1085,28236,-1,-1,0
1086,28246,0,-1,0
1087,28256,-1,-1,0
1088,28266,0,-1,0
1089,28276,0,-1,0
1090,28286,0,-1,0
1091,28296,-1,-1,0
1092,28306,-1,-1,0
1093,28316,0,-1,0
1094,28326,-1,-1,0
1095,28336,-1,-1,0
1096,28346,0,-1,0
1097,28356,0,-1,0
1098,28366,0,-1,0
1099,28376,-1,-1,0
1100,28386,0,-1,0
1101,28396,0,-1,0
1102,28406,-1,-1,0
1103,28416,-1,-1,0
1104,28426,0,-1,0
1105,28436,-1,-1,0
1106,28446,0,-2,0
1107,28456,-1,-1,0
1108,28466,0,-1,0
